Material_ID,RFQ_ID,Part_Number,Quantity_Required,Material_Description,Notes,Position
75,47,11132794,27,"Sensor Modifier 1: Lvl tx Modifier 2: 6m max Additional modifiers: 4 a 20mA Additional modifiers: 18 a 30V DC Additional modifiers: Conexión NPT de 2in Fabricante :SIEMENS GMBH,W.GERMANY Número de pieza :7ML5221-1AA11","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
76,47,11051557,39,"Kit de contactos,Eléctrico |Nombre abreviado Kit contactos Voltaje nominal 600V Corriente nominal 27A Contenido 1 Pole Contenido Size 3 Contenido 0.48 LB Contenido 0.3 IN Fabricante SIEMENS GMBH,W.GERMANY Número de pieza 75HF14","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",2
77,47,10479340,254,"BLOQUE,ELECTRICO-OPERADOR DE VALVULAS,DOBLE EFECTO SIEMENS GMBH,W.GERMANY SIPART PS2,POSICIONADOR ELECTRO NEUMATICO Fabricante SIEMENS GMBH,W.GERMANY Número de pieza C73451-A430-D81","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",3
71,44,11162093,24,"IMAN,TARGET,SOLTEXSA AMP3 Fabricante :SOLTEX CHILE S.A Número de pieza :AMP3 Fabricante SOLTEX CHILE S.A Número de pieza AMP3","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
64,39,10399621,30,"ENSAMBLADO INYECTOR,MODELO FP-10,ACERO INOXIDABLE Fabricante THE RARING CORP Número de pieza 0843.2","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
73,46,10413555,26,"Módulo Modifier 1: Interfaz Additional modifiers: Simatic dp Fabricante SIEMENS GMBH,W.GERMANY SIEMENS GMBH,W.GERMANY Número de pieza 6ES7157-0AA82-0XA0 SUPERSEDED 6ES7153-2BA82-0XB0","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
57,32,10240858,15,"PR 5274161672 MN 10240858 FUSE,2A,250V AC,TIME DELAY,MELAMINE TUBE Long Description Fuse link,Cartridge Short Name: Fuse Current rating: 2A Rated voltage: 250V AC Fuse cartridge type: Time delay Body material: Melamine tube Diameter: 10.3mm dia Overall length: 38.1mm lg Fuse class: Class 1422-01","Long Description
Fuse link,Cartridge
Short Name: Fuse
Current rating: 2A
Rated voltage: 250V AC
Fuse cartridge type: Time delay
Body material: Melamine tube
Diameter: 10.3mm dia
Overall length: 38.1mm lg
Fuse class: Class 1422-01",1
1,1,11355919,108,"BASE,CHASSIS,DRUM HOIST,TECHNYL","Base,Chasís
Short Name                     Base,Chassis
Diseño/Tipo De Base            Drum Hoist
Material De La Base            Technyl",1
102,66,10984808,30,"FILTER,CAT 4385386","10984808 FILTER,CAT 4385386
Long Description
Filter,Water separator & fuel,Ultra high efficiency

Manufacturer:
CATERPILLAR EQUIPMENT CO
CATERPILLAR EQUIPMENT CO
Part Number:
4385386
382-0664 S/S
_______________________________________________________________________________
11124998 CLAMP,FILT,CAT 5278980
Long Description
Clamp
Modifier 1: Filter

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 527-8980
_______________________________________________________________________________
11390275 SEAL,O-RING,CAT 5958723
Long Description
Seal
Modifier 1: O-ring
Parent Equipment: CAT 793 TWN NEXT GEN

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 595-8723
_____________________________________________________________________________
11390334 SEAL,O-RING,CAT 5958729
Long Description
Seal
Modifier 1: O-ring
Parent Equipment: CAT 793 TWN NEXT GEN

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 595-8729
_____________________________________________________________________________
11402374 FILTER,AIR,CAT 4177951
Long Description
Filter
Modifier 1: Air

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 4177951
_____________________________________________________________________________
11403269 FILTER,AIR,CAT 3877955
Long Description
Filter
Modifier 1: Air

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 3877955
___________________________________________________________________________ 
11446158 SEAL,CAT 4427138
Long Description
Seal

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 442-7138
___________________________________________________________________________
11127987 MAINTENANCE KIT,CAT KIT797BMANT300REV2
Long Description
Maintenance kit
Additional modifiers: C/W 6 x 275-2604 - Filter
Additional modifiers: 7 x 169-8373 - Kit

Manufacturer: 
CATERPILLAR EQUIPMENT CO
CATERPILLAR EQUIPMENT CO
Part Number: 
KIT797B/MANT-300 SUPERSEDED
KIT797B/MANT‐300REV2

Por favor, indicar expresamente y dentro de su cotización la marca y número de parte cotizado por usted. 
Además subir junto a su cotización la ficha técnica del fabricante e imágenes de apoyo.
Se requiere que indique su mejor plazo de entrega.",1
108,66,11446158,609,"SEAL,CAT 4427138","10984808 FILTER,CAT 4385386
Long Description
Filter,Water separator & fuel,Ultra high efficiency

Manufacturer:
CATERPILLAR EQUIPMENT CO
CATERPILLAR EQUIPMENT CO
Part Number:
4385386
382-0664 S/S
_______________________________________________________________________________
11124998 CLAMP,FILT,CAT 5278980
Long Description
Clamp
Modifier 1: Filter

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 527-8980
_______________________________________________________________________________
11390275 SEAL,O-RING,CAT 5958723
Long Description
Seal
Modifier 1: O-ring
Parent Equipment: CAT 793 TWN NEXT GEN

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 595-8723
_____________________________________________________________________________
11390334 SEAL,O-RING,CAT 5958729
Long Description
Seal
Modifier 1: O-ring
Parent Equipment: CAT 793 TWN NEXT GEN

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 595-8729
_____________________________________________________________________________
11402374 FILTER,AIR,CAT 4177951
Long Description
Filter
Modifier 1: Air

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 4177951
_____________________________________________________________________________
11403269 FILTER,AIR,CAT 3877955
Long Description
Filter
Modifier 1: Air

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 3877955
___________________________________________________________________________ 
11446158 SEAL,CAT 4427138
Long Description
Seal

Manufacturer: CATERPILLAR EQUIPMENT CO
Part Number: 442-7138
___________________________________________________________________________
11127987 MAINTENANCE KIT,CAT KIT797BMANT300REV2
Long Description
Maintenance kit
Additional modifiers: C/W 6 x 275-2604 - Filter
Additional modifiers: 7 x 169-8373 - Kit

Manufacturer: 
CATERPILLAR EQUIPMENT CO
CATERPILLAR EQUIPMENT CO
Part Number: 
KIT797B/MANT-300 SUPERSEDED
KIT797B/MANT‐300REV2

Por favor, indicar expresamente y dentro de su cotización la marca y número de parte cotizado por usted. 
Además subir junto a su cotización la ficha técnica del fabricante e imágenes de apoyo.
Se requiere que indique su mejor plazo de entrega.",7
82,50,10473447,33,"FUENTE ALIMENTACION,AC/DC,1 FASE Fabricante ROCKWELL Número de pieza 80026-172-24-R","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
78,48,11181299,32,Fusible Modifier 1: 6A Additional modifiers: 8.5 x 31.5mm Fabricante SCHNEIDER ELECTRIC SA Número de pieza DF2BA0600,"WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
79,49,11340514,24,"Filtro,Fluido Short Name: Elemento Filtrante,Fluido Medio De Diseño: Potasio permanganato Material Del Elemento: Marco galvanizado Dimensión/Tamaño Del Elemento: 600 x 300 x 40mm Fabricante :ROSENCKRANZ Número de pieza :CGMP2-600/300/40","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
80,49,11340261,24,"Filtro,Fluido Short Name: Elemento Filtrante,Fluido Diseño Ó Tipo Del Filtro: Desechables Dimensión/Tamaño Del Elemento: 600 x 300 x 40mm Fabricante :ROSENCKRANZ Número de pieza :D1532-600/300/40","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",2
81,49,11340491,24,"Filtro,Fluido Short Name: Elemento Filtrante,Fluido Diseño Ó Tipo Del Filtro: Metálico Material Del Elemento: Alu mesh Dimensión/Tamaño Del Elemento: 600 x 300 x 40mm Fabricante :ROSENCKRANZ Número de pieza :MLA2-600/300/40","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",3
84,52,10411257,42,"AISLADOR.,PILOTO,TAPON Fabricante PATTON & COOKE,CANADA Número de pieza IN-107","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
85,52,10387225,60,"CUERPO CONECTOR,RECEPTACULO,ELECTRICO,ACOPLADOR DE CABLE UMBILICAL Fabricante PATTON & COOKE,CANADA Número de pieza B-048-EW","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",2
86,52,10833449,15,"Enchufe arrancador de lámpara,Contacto Short Name: Enchufe,Contacto Tipo De Cubo: M Voltaje Máximo De Contacto: 8kV Corriente Máxima De Contacto: 600A Tipo Y Cantidad De Contactos: 4 polos Características Especiales: Unión Fabricante PATTON & COOKE,CANADA Número de pieza RM8SF23DV","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",3
83,51,10422166,135,"SENSOR,PROXIMIDAD,INDUCTIVO,NORMALMENTE ABIERTO,AC THYRISTOR SISTEMA CORTADO CATODO Fabricante PEPPERL & FUCHS GMBH Número de pieza NJ15+U4+W+BHMS3-NO","WI Referencial no generará Orden de Compra inmediata.
 
Se requiere vigencia de cotización mínimo 3 meses (Precio proyectado y Plazo Entrega)

En caso de que se genere un requerimiento por parte de nuestro cliente, se creará una nueva WI en forma directa, considerar que no necesariamente será por el total de las unidades solicitadas en esta WI, la cual es la demanda de 6 meses.

Cualquier duda o consulta contactar a
 Maria Isabel  
+56 9 98224964
correo msantander@sawu.cl",1
22,18,10490792,28,"LIGHT FITTING,200W,220/240VAC,24VDC,50HZ","10490792 LIGHT FITTING,200W,220/240VAC,24VDC,50HZ
Descripción larga
Luminaria
Nombre abreviado Accesorio luz
Potencia nominal 200w
Voltage de suministro 220vac,24vdc
Datos de lámpara 50h
|Acabado del difusor Led
Caracteristicas especiales -30deg c to +50deg c
Caracteristicas especiales 14350 lumens

Fabricante: COOPER LIGHTING
Número de pieza: LCM2055401TGST07

Por favor, indicar expresamente y dentro de su cotización la marca y número de parte cotizado por usted. 
Indicar también el plazo de entrega en días o semanas. 
Además subir junto a su cotización la ficha técnica del fabricante e imágenes de apoyo.",1
18,14,10417268,45,"MOUNT,TYPE 4,SANDWICH,LORDERIE J513055","10417268 MOUNT,TYPE 4,SANDWICH,LORDERIE J513055
Descripción larga
MONTURA,TIPO 4,SANDWICH,FLEX-PERNO,LGE,NR,SISTEMA PLEGADO CATODOS,

Fabricante: LORD ERIE RUBBER PRODUCTS,USA
Número de pieza: J-5130-55

Por favor, indicar expresamente y dentro de su cotización la marca y número de parte cotizado por usted. 
Indicar también el plazo de entrega en días o semanas. 
Además subir junto a su cotización la ficha técnica del fabricante e imágenes de apoyo.",1
851,330,4107437,18,"ABSORBENTE HIDROCARBURO BIOABSORB 4,5KG","ABSORBENTE HIDROCARBURO, TIPO PRESENTACION: BOLSAS 4,5 KILOS, REF: BIOABSORB",1
852,331,4109856,800,BOLSA FILTRANTE 1500X500MM,"BOLSA FILTRANTE 1500 MM DE LARGO X 500 MM ANCHO INTERNO TRATAMIENTO SECADO POR CALOR POR UN LADO 01 CALANDRADO GRADO K2, APLICACIONES GASES PH NEUTRO O ALCALINO SIN HUMEDAD    VOL. DE PORO 78% RESISTENCIA A LA ROTURA LONGITUDINAL: 135 DAN 5 CM, TRANSVERSAL 160 DAN 5 CM, ALARGAMIENTO A LA COSTURA LONGITUDINAL: 22 DAN CM, TRANSVERSAL 23 DAN CM T° OPER. 150 GRADOS C Y BREVES PERIODOS DE 160°C",1
136,91,11391199,80,"CONNECTOR,CABLE,RJ45,5 TO 7.5MM DIA,BLK","11391199  CONNECTOR,CABLE,RJ45,5 TO 7.5MM DIA,BLK
11391199  CONNECTOR,CABLE,RJ45,5 TO 7.5MM DIA,BLK
Ens conector,fibra Optica
Short Name: Conector
Tipo Del Conector: Cable
Datos Del Conector: RJ45
Tamaño Del Cable: 5 to 7.5mm dia
Características Especiales: Color negro
Características Especiales: Plástico
Características Especiales: Protección IP68

Fabricante: DELOCK
Número de pieza: 86693",1
137,92,11391199,50,"CONNECTOR,CABLE,RJ45,5 TO 7.5MM DIA,BLK Número de pieza: 86693","11391199  CONNECTOR,CABLE,RJ45,5 TO 7.5MM DIA,BLK
Ens conector,fibra Optica
Short Name: Conector
Tipo Del Conector: Cable
Datos Del Conector: RJ45
Tamaño Del Cable: 5 to 7.5mm dia
Características Especiales: Color negro
Características Especiales: Plástico
Características Especiales: Protección IP68

Fabricante: DELOCK
Número de pieza: 86693",1
135,90,11391199,40,"CONNECTOR,CABLE,RJ45,5 TO 7.5MM DIA,BLK Número de pieza: 86693","11391199  CONNECTOR,CABLE,RJ45,5 TO 7.5MM DIA,BLK
Ens conector,fibra Optica
Short Name: Conector
Tipo Del Conector: Cable
Datos Del Conector: RJ45
Tamaño Del Cable: 5 to 7.5mm dia
Características Especiales: Color negro
Características Especiales: Plástico
Características Especiales: Protección IP68

Fabricante: DELOCK
Número de pieza: 86693",1
126,83,10443904,21,"CONEC,MULTIPOS,HUBB PS0759NBK Número de pieza: PS0759NBK","10443904 CONEC,MULTIPOS,HUBB PS0759NBK

CONEC,MULTIPOS,HUBB PS0759NBK

CONECTOR,MULTIPOSICION,3/4IN,PVC

Fabricante: HUBBELL
Número de pieza: PS0759NBK",1
1030,403,4105484,1000,"CLIP FIJACION 1/4"" 2""","CLIP DE FIJACION, DIAMETRO: 1 4"", LARGO: 2"", MATERIAL: ACERO INOXIDABLE",1
1080,432,25583,10000,CLORURO AMONIO MERCK 1145,"CLORURO AMONIO, CALIDAD: P.A, CAPACIDAD ENVASE: 1 KG, REFERENCIA FABRICANTE: MERCK 1145",1
1069,427,4011813,28,"CODO CACHIM AC|1"" 150PSI 90GRD NEGRO||","CODO 90 GRADOS, HIERRO NEGRO MALEABLE, TIPO DE SERVICIO , HEMBRA-MACHO, DE 1"" DIAMETRO, HILO NPT.",1
1071,427,4011537,40,"CAÑERIA INOX 1"" SCH40 AISI-316L","CAÑERIA DE ACERO INOXIDABLE, CON COSTURA, AISI 316 L, PARA 150 PSI, DE1"" DIAMETRO SCHEDULE 40S, EN LARGO DE 6MT",3
1070,427,4011716,49,"ACOPLAMIENTO AC 6"" VICTAULIC 77","COPLA VICTAULIC, FUNDICION DE FIERRO DUCTIL ASTM A 536, CON PERNOS CUELLO OVALADO Y TUERCA HEXAGONAL, SEGUN ESPECIFICACION ASTM A-183, PINTADAS COLOR NARANJA, INCLUYENDO EMPAQUETADURA DE GOMA, ESTILO 77, DE 6"" DIA.",2
1043,415,1043985,40820,POLVO QUIMICO SECO MULTIUSOANSUL 53080,"POLVO QUIMICO SECO MULTIUSO, CARACTERISTICAS ADICIONALES: PARA INCENDIOS CLASE A, B Y C, EN 45 LB. (20.41 KG.), DESIGNACION FABRICAN TE: ANSUL 53080",1
1044,416,4015866,425,"PERNO AC HEX CTE 3/4""X10UNCX2"" GR2","PERNO HEXAGONAL CORRIENTE, GRADO 2, UNC, 3 4-10 X 2"", DIMENSIONAL SEGUN NORMA ANSI B18.2.1-1981, HILO CLASE 2A POR ANSI B1.1-1982, GRADO 2 SEGUN SAE J429 AGOSTO 1983.",1
1045,416,4015874,150,"PERNO AC HEX CTE 3/4""X10UNCX5-1/2"" GR2","PERNO HEXAGONAL CORRIENTE, GRADO 2, UNC, 3 4-10 X 2"", DIMENSIONAL SEGUN NORMA ANSI B18.2.1-1981, HILO CLASE 2A POR ANSI B1.1-1982, GRADO 2 SEGUN SAE J429 AGOSTO 1983.",2
1046,416,4015922,250,"PERNO AC HEX CTE 1""UNCX5-1""/2"" GR2","PERNO HEXAGONAL CORRIENTE, GRADO 2, UNC, 1-8 X 5-1 2"", DIMENSIONAL SEGUN NORMA ANSI B18.2.1-1981, HILO CLASE 2A POR ANSI B1.1-1982, GRADO 2 SEGUN SAE J429 AGOSTO 1983. PROGRAMA DE ENTREGAS: INMEDIATO 200 UNIDADES ABRIL 1996 100 UNIDADES JUNIO 1996 100 UNIDADES AGOSTO 1996 100 UNIDADES",3
1047,416,4015533,600,"PERNO AC HEX CTE 1/2""X13UNCX2"" GR5","PERNO HEXAGONAL CORRIENTE, GRADO 5 UNC, TN, 1 2-13 X 2"" DIMENSIONAL: ANSI B18.2.1-1981, HILO CLASE 2A POR ANSI B1.1-1982, GRADO 5 POR SAE J429 AGOSTO 83. PROGRAMA DE ENTREGA: ******************** MAYO 1996 : 700 UNIDADES JUNIO 1996 : 600 UNIDADES AGOSTO 1996 : 600 UNIDADES OCTUBRE 1996 : 600 UNIDADES",4
1048,416,4098484,100,"TUERCA HEXAGONAL 3/4"" ACERO","TUERCA, TIPO: HEXAGONAL, DIAMETRO: 3 4"", MATERIAL: ACERO, NORMAS Y ESTANDARES: A-194-2H, INFORMACION ADICIONAL: GRADO: 5, SERIES HIL O UNC, TRATAMIENTOSUPERFICIAL CORRIENTE, CLASE HILO CORRIENTE, DIRECCION HILO DERECHO, ALTURA TUERCA 16MM, ALTA RESISTENCIA",5
1049,416,4098483,200,"TUERCA HEXAGONAL 5/8"" ACERO","TUERCA, TIPO: HEXAGONAL, DIAMETRO: 5 8"", MATERIAL: ACERO, NORMAS Y ESTANDARES: A-194-2H, INFORMACION ADICIONAL: GRADO: 5, SERIES HIL O UNC, TRATAMIENTOSUPERFICIAL CORRIENTE, CLASE HILO CORRIENTE, DIRECCION HILO DERECHO, ALTURA TUERCA 13MM, ALTA RESISTENCIA",6
